INDEX,RUC,MONTOADJUDICADO,CANTIDADADJUDICADA,reclat,reclong,PROVEEDOR,count
57,20481330379,124891.5,3806.0,-8.166323,-79.020990,VASROM EIRL,1
58,20602387888,92976.0,24710.4,-8.111678,-79.028774,CORPORACION EMPRESARIAL ZASOJARI S.A.C. - ZASOJARI S.A.C.,2
59,20602387888,50000.0,500.0,-8.111678,-79.028774,CORPORACION EMPRESARIAL ZASOJARI S.A.C. - ZASOJARI S.A.C.,2
60,20397923381,106854.15,15049.88,-8.140652,-79.048100,PROD.Y SERV.DE MANTEN. Y SEG.IND.S.R.L.,2
61,20397923381,94000.0,20000.0,-8.140652,-79.048100,PROD.Y SERV.DE MANTEN. Y SEG.IND.S.R.L.,2
62,20602456707,83193.6,29712.0,0.000000,0.000000,DISTRIBUIDORA Y COMERCIALIZADORA JB & CIA S.A.C,1
63,20602712142,54967.2,14856.0,0.000000,0.000000,B & R SOLUCIONES INTEGRALES Y MULTINEGOCIOS E.I.R.L.,5
64,20602712142,74280.0,14856.0,0.000000,0.000000,B & R SOLUCIONES INTEGRALES Y MULTINEGOCIOS E.I.R.L.,5
65,20602712142,207984.0,74280.0,0.000000,0.000000,B & R SOLUCIONES INTEGRALES Y MULTINEGOCIOS E.I.R.L.,5
66,20602712142,58681.2,74280.0,0.000000,0.000000,B & R SOLUCIONES INTEGRALES Y MULTINEGOCIOS E.I.R.L.,5
67,20602712142,38625.6,44568.0,0.000000,0.000000,B & R SOLUCIONES INTEGRALES Y MULTINEGOCIOS E.I.R.L.,5
68,20602293000,57938.4,14856.0,-8.111678,-79.028774,CORPORACION A Y G GROUP S.A.C.,1
69,20482844422,50000.0,500.0,0.000000,0.000000,GRUPO ANSA S.A.C.,1
70,20601369169,479662.05,14.0,-8.096554,-79.048302,CLEANER & GARDEN S.A.C.,4
71,20601369169,528114.06,1.0,-8.096554,-79.048302,CLEANER & GARDEN S.A.C.,4
72,20601369169,274669.35,1.0,-8.096554,-79.048302,CLEANER & GARDEN S.A.C.,4
73,20601369169,293346.63,1.0,-8.096554,-79.048302,CLEANER & GARDEN S.A.C.,4
74,20481695113,236464.5,24891.0,-8.111327,-79.009882,D'FABY'S SERVICIOS CATERING SAC,1
75,20440180044,100000.0,1000000.0,-8.115498,-79.032554,J P S DISTRIBUCIONES E.I.R.L,2
76,20440180044,17244000.0,360000.0,-8.115498,-79.032554,J P S DISTRIBUCIONES E.I.R.L,2
77,20511751404,450000.0,1500.0,0.000000,0.000000,INDUSTRIAS GABUTEAU SOCIEDAD ANONIMA,1
78,20602324207,99962.5,1.0,-8.114485,-79.024326,COMERCIAL & SERVICIOS JESUS S.A.C.,1
79,20603682204,92500.0,2500.0,-8.128676,-79.032122,LABPERU HEALTH E.I.R.L.,1
80,20482114882,233000.0,7000.0,-8.111678,-79.028774,NEOBIO S.A.C.,6
81,20482114882,102750.0,6850.0,-8.111678,-79.028774,NEOBIO S.A.C.,6
82,20482114882,40500.0,3000.0,-8.111678,-79.028774,NEOBIO S.A.C.,6
83,20482114882,39360.0,16000.0,-8.111678,-79.028774,NEOBIO S.A.C.,6
84,20482114882,237955.2,14164.0,-8.111678,-79.028774,NEOBIO S.A.C.,6
85,20482114882,49995.0,55550.0,-8.111678,-79.028774,NEOBIO S.A.C.,6
86,20481150397,41985.0,550.0,-8.132002,-79.044840,QUIMVAC EIRL,1
87,20439194236,47520.0,2000.0,0.000000,0.000000,DROFAR E.I.R.L.,3
88,20439194236,37905.0,108300.0,0.000000,0.000000,DROFAR E.I.R.L.,3
89,20439194236,54551.34,1.0,0.000000,0.000000,DROFAR E.I.R.L.,3
90,20600223365,46810.0,7.0,-8.111678,-79.028774,INVERSIONES Y MULTISERVICIOS JIYAMA E.I.R.L.,1
91,20275873480,270008.23,24347.0,0.000000,0.000000,SERVICENTRO RAMIREZ S.A.C.,1
92,20604819696,65775.0,1.0,0.000000,0.000000,INNOVACIONES B & S E.I.R.L.,1
93,20482344969,1257900.0,3.0,0.000000,0.000000,INVERSIONES LEOVEN PERU S.A.C. - LEOVEN PERU S.A.C.,1
94,20601328331,69000.0,3000.0,0.000000,0.000000,GAESA TRADING S.A.C.,1
95,20396986338,80080.0,44.0,-8.011900,-78.768653,GRAN BOLIVAR HOTEL S.A,2
96,20396986338,76440.0,42.0,-8.011900,-78.768653,GRAN BOLIVAR HOTEL S.A,2
97,20603687371,61880.0,34.0,-8.052696,-79.050268,CONSORCIO EL FRAYLE E.I.R.L.,3
98,20603687371,48510.0,33.0,-8.052696,-79.050268,CONSORCIO EL FRAYLE E.I.R.L.,3
99,20603687371,63700.0,35.0,-8.052696,-79.050268,CONSORCIO EL FRAYLE E.I.R.L.,3
100,20559528685,144317.8,1.0,-8.111678,-79.028774,CIPLI RESEARCH CENTER SOCIEDAD ANONIMA CERRADA,1
101,20477345761,177282.65,1.0,-8.111678,-79.028774,LEOESPACIO Y CONSTRUCCION S.A.C.,1
102,20600350553,99300.0,1.0,-8.115498,-79.032554,MULTILLANTAS EL CHATO E.I.R.L.,1
103,20605926160,111433.99,33768.0,-8.138994,-79.049986,RED DE SALUD VIDA INTEGRA S.A.C.,1
104,20602842968,78400.0,56.0,-8.109402,-79.025742,EMPRESA HOTELERA REAL S.A.C.,1
105,20539851811,47320.0,26.0,-8.107504,-79.024073,L & R TURISMO Y COMERCIO S.A.C.,2
106,20539851811,45500.0,25.0,-8.107504,-79.024073,L & R TURISMO Y COMERCIO S.A.C.,2
107,20602753710,46002.0,4182.0,-8.110698,-79.028272,INVERSIONES VALUPA E.I.R.L.,1
108,20482262130,70000.0,1.0,-8.103364,-79.032304,CENTRO NEFROLOGICO SANTA LUCIA S.A.C.,1
109,20605011196,49000.0,14000.0,-8.114485,-79.024326,CONSORCIO EZAINE E.I.R.L.,1
110,20603765827,79100.0,7000.0,-8.111678,-79.028774,NEPROGEN E.I.R.L.,1
111,20396499691,93840.02,1.0,-8.057073,-79.045322,ESCACORP S.A.C.,1
112,20481612196,74880.0,26.0,-12.137716,-76.961519,EMPRESA NEW ETI TAXI SRL,1
113,20539904877,96000.0,1200.0,-8.011900,-78.768653,OCUSAQ PERU S.R.L.,1
114,20396900719,602000.0,280.0,-8.094148,-79.025874,INMOBILIARIA MARIA ISABEL S.A.C.,2
115,20396900719,118000.0,20.0,-8.094148,-79.025874,INMOBILIARIA MARIA ISABEL S.A.C.,2
116,20602176526,114000.0,6000.0,-8.111678,-79.028774,BREDCORP PERU S.A.C.,1
117,20559622193,103007.16,1.0,-8.111512,-79.004478,MAXIMA SEGURIDAD ATENAS S.A.C.,1
118,20482137319,495000.0,180000.0,-8.115498,-79.032554,DROGUERIA INVERSIONES JPS SAC,3
119,20482137319,1821600.0,240000.0,-8.115498,-79.032554,DROGUERIA INVERSIONES JPS SAC,3
120,20482137319,486000.0,60000.0,-8.115498,-79.032554,DROGUERIA INVERSIONES JPS SAC,3
121,20440125701,84998.02,1.0,-8.095905,-79.043813,IMPULSA SAC CONTRATISTAS GENERALES,1
122,20449314868,356454.93,24515.47,0.000000,0.000000,ESTACION DE SERVICIOS TEXA&#39;S SOCIEDAD ANONIMA CERRADA,3
123,20449314868,77997.4,5954.0,0.000000,0.000000,ESTACION DE SERVICIOS TEXA&#39;S SOCIEDAD ANONIMA CERRADA,3
124,20449314868,48300.0,3500.0,0.000000,0.000000,ESTACION DE SERVICIOS TEXA&#39;S SOCIEDAD ANONIMA CERRADA,3
125,20119873542,288308.95,258090.0,-17.997350,-70.241735,LA GENOVESA AGROINDUSTRIAS S.A.,4
126,20119873542,48227.37,83160.0,-17.997350,-70.241735,LA GENOVESA AGROINDUSTRIAS S.A.,4
127,20119873542,93061.8,226980.0,-17.997350,-70.241735,LA GENOVESA AGROINDUSTRIAS S.A.,4
128,20119873542,137131.2,213600.0,-17.997350,-70.241735,LA GENOVESA AGROINDUSTRIAS S.A.,4
129,20601667852,49998.15,1.0,-18.011386,-70.244892,INVERSIONES CFC S.A.C.,6
130,20601667852,128658.0,1.0,-18.011386,-70.244892,INVERSIONES CFC S.A.C.,6
131,20601667852,50000.0,1.0,-18.011386,-70.244892,INVERSIONES CFC S.A.C.,6
132,20601667852,199900.0,1.0,-18.011386,-70.244892,INVERSIONES CFC S.A.C.,6
133,20601667852,196795.5,1.0,-18.011386,-70.244892,INVERSIONES CFC S.A.C.,6
134,20601667852,44666.5,1.0,-18.011386,-70.244892,INVERSIONES CFC S.A.C.,6
135,20532799881,123000.0,1.0,-18.013870,-70.251160,GERGUS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GERGUS S. R. L.,1
136,20601239290,37000.0,10000.0,-8.385186,-74.530364,NRC CORPORACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NRC CORPORACIONES E.I.R.L.,5
137,20601239290,36000.0,4000.0,-8.385186,-74.530364,NRC CORPORACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NRC CORPORACIONES E.I.R.L.,5
138,20601239290,85214.0,622.0,-8.385186,-74.530364,NRC CORPORACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NRC CORPORACIONES E.I.R.L.,5
139,20601239290,58000.0,2000.0,-8.385186,-74.530364,NRC CORPORACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NRC CORPORACIONES E.I.R.L.,5
140,20601239290,1980000.0,1.0,-8.385186,-74.530364,NRC CORPORACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NRC CORPORACIONES E.I.R.L.,5
141,20519997038,45312.5,15625.0,0.000000,0.000000,ANGELES DEL CIELO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,2
142,20519997038,46393.05,1.0,0.000000,0.000000,ANGELES DEL CIELO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,2
143,20533223444,48958.0,52.0,-18.013870,-70.251160,RESTAURANT LA FRONTERA S.A.C.,2
144,20533223444,168000.0,1.0,-18.013870,-70.251160,RESTAURANT LA FRONTERA S.A.C.,2
145,20203769963,60152.4,13860.0,-17.997350,-70.241735,LA GENOVESA S.A.C.,1
146,20600088697,88560.59,1.0,-18.013870,-70.251160,TAKANA & ICE SOCIEDAD ANONIMA CERRADA - TAKANA & ICE S.A.C.,1
147,20532850232,310200.0,165000.0,-18.004677,-70.231890,GRUPO LALIPER S.A.C.,1
148,20532732116,139830.0,1.0,-18.013870,-70.251160,R & L CONSTRUTAC S. R. L.,2
149,20532732116,127912.0,1.0,-18.013870,-70.251160,R & L CONSTRUTAC S. R. L.,2
150,20532433984,198597.68,170880.0,-18.013870,-70.251160,LA GENOVESA DISTRIBUCIONES S.A.C.,1
151,20119207640,56036.67,4472.2,-17.997350,-70.241735,ESTACION DE ENERGIAS EL CENTENARIO SOCIEDAD ANONIMA CERRADA - ENERGIAS EL CENTENARIO S.A.C.,1
152,20600371399,145515.0,1.0,-18.007060,-70.250212,GRUPO MUGASUR SOCIEDAD ANONIMA CERRADA - GRUPO MUGASUR S.A.C.,1
153,20604607303,169500.0,1.0,-18.013870,-70.251160,CONSTRUCTORA VIAL TACNA SOCIEDAD ANONIMA CERRADA - COVIT S.A.C.,1
154,20533168087,172090.0,1.0,0.000000,0.000000,COMERCIAL FEDSUR S.A.C.,4
155,20533168087,412635.6,1.0,0.000000,0.000000,COMERCIAL FEDSUR S.A.C.,4
156,20533168087,81630.0,1814.0,0.000000,0.000000,COMERCIAL FEDSUR S.A.C.,4
157,20533168087,61875.0,1375.0,0.000000,0.000000,COMERCIAL FEDSUR S.A.C.,4
158,20601693101,35000.0,1.0,-18.007060,-70.250212,NEGOCIOS HOTELEROS TACNA E.I.R.L.,1
159,20601664250,147000.0,1.0,-18.018719,-70.238486,SERVICIOS HOTELEROS DEL SUR S.A.C.,1
160,20601212537,78400.0,1.0,0.000000,0.000000,INVERSIONES TESILLO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - INVERSIONES TESILLO E.I.R.L.,1
161,20533159258,169680.0,1.0,-17.990106,-70.244591,NUEVO HOTEL PLAZA EL CARMEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NHPC E.I.R.L.,1
162,20602675298,127400.0,1.0,-17.990106,-70.244591,COORPORACION TURISTICA SAN MARTIN S.A.C. - COORP. TURIST. S.M. S.A.C.,1
163,20533199985,140140.0,1.0,-18.032405,-70.274198,BILBAO HOTEL INN E.I.R.L.,1
164,20532814279,114800.0,1.0,-18.018719,-70.238486,INVERSIONES BOLIVAR TACNA S.A.C.,1
165,20532817961,84000.0,1.0,-18.032405,-70.274198,GRUPO LIMANI S.R.L.,1
166,20602364888,134351.39,1.0,-18.013870,-70.251160,M & K CONSULTORIA Y SERVICIOS INTEGRALES S.R.L.,1
167,20532547131,141000.0,1.0,-8.385186,-74.530364,INVERSIONES MR & H SOCIEDAD ANONIMA CERRADA - INVERSIONES MR & H S.A.C.,1
168,20520073214,56425.0,1.0,-17.997350,-70.241735,REPRESENTACIONES INCOFER EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,1
169,20601771641,312130.0,1.0,-18.013870,-70.251160,GENUS SVC S.A.C.,1
170,20449216777,82600.0,1.0,-18.036460,-70.279017,SOSA E HIJAS SOCIEDAD ANONIMA CERRADA,1
171,20605076832,228750.0,1.0,-18.004677,-70.231890,REVCON E.I.R.L.,1
172,20532900787,101500.0,1.0,-18.032405,-70.274198,SERVICIOS TURISTICOS SIGLO 21 EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,1
173,20532595968,1200000.0,1.0,-18.013870,-70.251160,LUANG ASOCIADOS SOCIEDAD ANONIMA CERRADA,1
174,20519753830,2795838.0,1.0,0.000000,0.000000,CENTRO ELECTRICO ROJESAN S.A.C. - ROJESAN S.A.C.,1
175,20601508801,52800.0,1.0,-18.024071,-70.261112,A & C LAS TORRES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - A & C LAS TORRES E.I.R.L.,1
176,20532516251,54000.0,1500.0,-18.013870,-70.251160,EXPOPERUANA C & J SOCIEDAD ANONIMA CERRADA - EXPOPERUANA C & J S.A.C.,1
177,20532425299,70985.0,1.0,-18.008623,-70.245206,MADERERA FORESTAL CAPLINA E.I.R.L.,1
178,20601928095,51585.0,1500.0,-17.985886,-70.246409,DENTAL MILLER E.I.R.L.,1
179,20601622549,100000.0,10000.0,-12.056112,-77.051225,CH & S MEDILAB SOCIEDAD ANONIMA CERRADA - CH & S MEDILAB S.A.C.,3
180,20601622549,44640.0,24000.0,-12.056112,-77.051225,CH & S MEDILAB SOCIEDAD ANONIMA CERRADA - CH & S MEDILAB S.A.C.,3
181,20601622549,45000.0,5000.0,-12.056112,-77.051225,CH & S MEDILAB SOCIEDAD ANONIMA CERRADA - CH & S MEDILAB S.A.C.,3
182,20571505488,1251018.36,1.0,-12.059672,-77.054122,GRUPO CONSTRUCTOR HAZ Y HNOS LA S.R.L.,1
183,20604345546,54000.0,1.0,-12.063390,-77.051951,DRUGSTORE BIOMEDICAL SM E.I.R.L.,1
184,20517758991,297000.0,150000.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
185,20517758991,200000.5,800.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
186,20517758991,50000.0,200.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
187,20517758991,529822.5,211929.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
188,20517758991,514829.5,1.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
189,20517758991,134338.4,95956.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
190,20517758991,4880000.0,2000000.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
191,20517758991,83500.0,250.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
192,20517758991,581000.0,415000.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
193,20517758991,833000.0,595000.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
194,20517758991,47567.8,33977.0,-12.062014,-77.058848,ALFY MEDICA EIRL,11
195,20555589574,76800.0,6000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
196,20555589574,740000.0,315500.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
197,20555589574,390000.0,116521.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
198,20555589574,90000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
199,20555589574,80000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
200,20555589574,80000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
201,20555589574,80000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
202,20555589574,209760.0,36800.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
203,20555589574,478800.0,84000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
204,20555589574,262200.0,46000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
205,20555589574,224640.0,432000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
206,20555589574,112000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
207,20555589574,112000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
208,20555589574,280000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
209,20555589574,280000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
210,20555589574,280000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
211,20555589574,130000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
212,20555589574,130000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
213,20555589574,45600.0,4000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
214,20555589574,43720.0,4000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
215,20555589574,43720.0,4000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
216,20555589574,69800.0,2000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
217,20555589574,99990.0,9000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
218,20555589574,147000.0,1.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
219,20555589574,43200.0,6000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
220,20555589574,236000.0,40000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
221,20555589574,90000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
222,20555589574,90000.0,20000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
223,20555589574,188086.0,15700.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
224,20555589574,236000.0,40000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
225,20555589574,93840.0,13600.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
226,20555589574,307499.96,51468.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
227,20555589574,285000.0,50000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
228,20555589574,2312604.0,57960.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
229,20555589574,250200.0,18000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
230,20555589574,82800.0,6000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
231,20555589574,142200.0,18000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
232,20555589574,142200.0,18000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
233,20555589574,262200.0,46000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
234,20555589574,276000.0,40000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
235,20555589574,276000.0,40000.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
236,20555589574,209760.0,36800.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
237,20555589574,493992.0,45740.0,-12.058944,-77.045667,L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,52
